complaint_text,domain,officer_id,priority,eta_days
The borewell at Old Bus Stand has dried up leaving the community with no water source. Kindly resolve at the earliest.,water_supply,OFF004,High,3
E-rickshaw operators in Sector 4 are overloading passengers dangerously beyond capacity. We have been suffering for a long time.,transport,OFF007,Medium,2
URGENT: The public telephone booth at Post Office is completely damaged and non-functional.,utilities,OFF002,High,6
Flyover construction debris has not been cleared from Shastri Marg for 27 days causing major traffic issues.,infrastructure,OFF001,Medium,26
URGENT: New tax levied on Sector 4 residents without proper public notification or justification.,taxation,OFF009,High,19
The substation on MG Road is making loud humming noise and smells of burning for 21 days. We have been suffering for a long time.,electricity,OFF005,Low,4
Water meter readings in Ward 7 are incorrect. Getting bills for double the actual usage. This is not the first time this has happened.,water_supply,OFF004,Medium,2
Dengue outbreak in Ward 7 - 16 cases confirmed. No fumigation or awareness drive started.,healthcare,OFF006,Medium,1
The transformer on Nehru Street is producing loud sparking sounds since last night. Very dangerous. Please take urgent action.,utilities,OFF002,High,1
Open defecation is happening near District Court due to lack of public toilets. Urgent action needed. Please take urgent action.,sanitation,OFF003,Low,11
URGENT: Internet and cable services have been disrupted in Gomti Nagar for 5 days affecting work from home.,utilities,OFF002,High,4
Dangling live electric wire on MG Road near City Hospital is a life-threatening hazard. Please take urgent action.,electricity,OFF005,Low,11
Construction of building on Gandhi Nagar is illegal as it violates floor space index regulations. This is not the first time this has happened.,housing,OFF010,Low,75
Repeated tripping of main supply in Koramangala causing power cuts 17 times a day.,electricity,OFF005,Low,1
A large pothole on Anna Salai near Post Office caused my vehicle to break down. This has been reported 6 times before. This is not the first time this has happened.,infrastructure,OFF001,Medium,18
URGENT: Doctor at District Court clinic demanding extra cash for treatments covered under government scheme.,healthcare,OFF006,High,3
My house in Gomti Nagar was flooded due to nearby illegal construction blocking the natural drain. This is not the first time this has happened.,housing,OFF010,Medium,24
Traffic signal at Lal Bagh Road junction has been non-functional for 7 days causing accidents. Please take urgent action.,transport,OFF007,Low,2
Dangling live electric wire on Shastri Marg near Main Market is a life-threatening hazard. We have been suffering for a long time.,electricity,OFF005,Low,4
The vaccination camp scheduled at Government School was cancelled without notice for 14 weeks. This is not the first time this has happened.,healthcare,OFF006,Medium,3
Illegal parking of commercial vehicles on Nehru Street blocks traffic for hours every day.,transport,OFF007,Medium,8
Tax deducted twice for Andheri West property this quarter. Requesting refund of excess amount.,taxation,OFF009,Low,42
Bar and restaurant on Nehru Street plays loud music past midnight regularly violating rules. Please take urgent action.,noise_pollution,OFF008,Medium,4
The municipal wifi hotspot at Old Bus Stand has not been working for 6 days.,utilities,OFF002,Medium,7
Street lights on Gandhi Nagar have not been working since 11 days causing safety issues at night. This is not the first time this has happened.,infrastructure,OFF001,High,1
The water pipeline on Civil Lines is leaking heavily causing waterlogging and water wastage. Please take urgent action.,water_supply,OFF004,High,7
URGENT: Traffic signal at Shastri Marg junction has been non-functional for 23 days causing accidents.,transport,OFF007,High,9
My GST registration application has been pending for 10 days without any response. This is not the first time this has happened.,taxation,OFF009,Medium,42
The footpath on Sector 14 is completely broken and dangerous for pedestrians especially elderly people.,infrastructure,OFF001,High,12
Dengue outbreak in Ward 7 - 10 cases confirmed. No fumigation or awareness drive started. We have been suffering for a long time.,healthcare,OFF006,Medium,5
Auto rickshaw drivers in Ward 7 are refusing to go by meter and overcharging passengers. We have been suffering for a long time.,transport,OFF007,High,6
My GST registration application has been pending for 4 days without any response. We have been suffering for a long time.,taxation,OFF009,Low,49
Medical oxygen cylinders at Main Market hospital are empty. ICU patients at risk.,healthcare,OFF006,Medium,5
Bar and restaurant on Anna Salai plays loud music past midnight regularly violating rules.,noise_pollution,OFF008,Low,15
Firecrackers being burst in Sector 4 every night for 30 days causing distress to elderly and children. This is not the first time this has happened.,noise_pollution,OFF008,Low,8
URGENT: The road on Sector 14 has large potholes that have been causing accidents for 9 days. Several vehicles have been damaged.,infrastructure,OFF001,High,14
Medical oxygen cylinders at Railway Station hospital are empty. ICU patients at risk. This is not the first time this has happened.,healthcare,OFF006,High,1
The water pipeline on Gandhi Nagar is leaking heavily causing waterlogging and water wastage. Please take urgent action.,water_supply,OFF004,High,7
Stray dogs are feeding on garbage dumped near Rajiv Chowk creating health and safety risks. This is not the first time this has happened.,sanitation,OFF003,Medium,5
Fake medical practitioners operating clinic on Brigade Road without valid license.,healthcare,OFF006,Low,4
The road divider on MG Road was damaged in an accident last week and has not been repaired creating traffic hazards.,infrastructure,OFF001,Medium,14
Garbage has not been collected from Sector 4 for 9 days. The smell is unbearable and health hazard. We have been suffering for a long time.,sanitation,OFF003,Medium,3
Bus route 11 has been cancelled for 16 days. Thousands of commuters stranded daily. Please take urgent action.,transport,OFF007,Medium,19
Internet and cable services have been disrupted in Krishna Nagar for 9 days affecting work from home. We have been suffering for a long time.,utilities,OFF002,Low,4
The footpath on Sector 14 is completely broken and dangerous for pedestrians especially elderly people. Please take urgent action.,infrastructure,OFF001,Low,40
The bridge near Main Market is showing cracks and looks structurally unsafe. Immediate inspection required.,infrastructure,OFF001,Medium,28
Dengue outbreak in Andheri West - 20 cases confirmed. No fumigation or awareness drive started. Kindly resolve at the earliest.,healthcare,OFF006,High,3
Road tax was paid 25 days ago but vehicle registration portal shows as pending.,taxation,OFF009,Low,56
The road divider on MG Road was damaged in an accident last week and has not been repaired creating traffic hazards.,infrastructure,OFF001,Low,15
URGENT: The drain near Lal Bagh Road is completely clogged with garbage causing flooding during rains.,sanitation,OFF003,High,6
The housing society at Main Market is denying flat possession despite full payment 6 days ago. We have been suffering for a long time.,housing,OFF010,High,18
Water supply timing in Whitefield has changed without notice causing major inconvenience.,water_supply,OFF004,Low,18
New tax levied on Whitefield residents without proper public notification or justification.,taxation,OFF009,Medium,32
The railway station at Town Hall has no proper lighting in the parking area causing theft. We have been suffering for a long time.,transport,OFF007,Medium,10
A factory near City Hospital is running heavy machinery at night causing unbearable noise pollution. This is not the first time this has happened.,noise_pollution,OFF008,Medium,3
"No sanitation in government hospital at Post Office. Toilets not cleaned, wards have foul smell. This is not the first time this has happened.",healthcare,OFF006,High,1
Broken dustbins on Lal Bagh Road are causing litter to spread across the road and nearby shops.,sanitation,OFF003,Medium,1
Illegal dumping of construction waste at Post Office is blocking the road and causing stench. Please take urgent action.,sanitation,OFF003,High,3
Firecrackers being burst in Whitefield every night for 23 days causing distress to elderly and children.,noise_pollution,OFF008,Low,18
The sanitation workers in Krishna Nagar have not come for 26 days after the festival. Garbage piling up.,sanitation,OFF003,Medium,6
Multiple utility poles on MG Road are leaning and may fall during the next storm.,utilities,OFF002,Medium,9
Underground utility cables are exposed on Gandhi Nagar posing serious electrocution risk. This is not the first time this has happened.,utilities,OFF002,High,7
Road tax was paid 1 days ago but vehicle registration portal shows as pending. We have been suffering for a long time.,taxation,OFF009,High,15
Power outage in Ward 7 for 17 days. Medicines in refrigerators are spoiling. Elderly patients suffering. Kindly resolve at the earliest.,electricity,OFF005,High,2
The government hospital at Central Park does not have doctors available for 15 days. Patients suffering.,healthcare,OFF006,Medium,2
Medical oxygen cylinders at Main Market hospital are empty. ICU patients at risk. Kindly resolve at the earliest.,healthcare,OFF006,Medium,2
The public park benches at Town Hall are broken and unsafe for children and senior citizens. This is not the first time this has happened.,infrastructure,OFF001,Medium,15
The railway station at City Hospital has no proper lighting in the parking area causing theft.,transport,OFF007,Low,28
URGENT: Bus driver on route 14 was drunk and driving rashly. Passengers feared for their lives.,transport,OFF007,High,12
Dead animals on Anna Salai have not been removed for 21 days causing disease outbreak risk. Please take urgent action.,sanitation,OFF003,High,1
URGENT: Construction of building on MG Road is illegal as it violates floor space index regulations.,housing,OFF010,High,7
The municipal wifi hotspot at Old Bus Stand has not been working for 21 days. We have been suffering for a long time.,utilities,OFF002,Medium,10
Water meter readings in Ward 7 are incorrect. Getting bills for double the actual usage. Kindly resolve at the earliest.,water_supply,OFF004,Medium,14
The ambulance service in Powai took 24 hours to respond causing a patient's death. Kindly resolve at the earliest.,healthcare,OFF006,High,1
Water meter readings in Ward 7 are incorrect. Getting bills for double the actual usage.,water_supply,OFF004,High,4
My house in Andheri West was flooded due to nearby illegal construction blocking the natural drain. Please take urgent action.,housing,OFF010,Medium,47
Illegal DJ parties in open ground near Main Market till 3am disturbing entire neighbourhood.,noise_pollution,OFF008,High,6
Broken dustbins on Civil Lines are causing litter to spread across the road and nearby shops. Kindly resolve at the earliest.,sanitation,OFF003,Medium,2
The footpath on MG Road is completely broken and dangerous for pedestrians especially elderly people.,infrastructure,OFF001,Medium,29
Fake medical practitioners operating clinic on MG Road without valid license. Kindly resolve at the earliest.,healthcare,OFF006,High,2
The bridge near Railway Station is showing cracks and looks structurally unsafe. Immediate inspection required. Kindly resolve at the earliest.,infrastructure,OFF001,Medium,16
The pedestrian crossing near Main Market school has no zebra markings. Children in danger. Kindly resolve at the earliest.,transport,OFF007,Medium,2
URGENT: Streetlights in Gomti Nagar are on during daytime wasting electricity for 1 days.,electricity,OFF005,High,3
Bus route 14 has been cancelled for 4 days. Thousands of commuters stranded daily.,transport,OFF007,Medium,21
New tax levied on Andheri West residents without proper public notification or justification. Kindly resolve at the earliest.,taxation,OFF009,High,18
Water meter readings in Andheri West are incorrect. Getting bills for double the actual usage. This is not the first time this has happened.,water_supply,OFF004,Medium,3
E-rickshaw operators in Krishna Nagar are overloading passengers dangerously beyond capacity. We have been suffering for a long time.,transport,OFF007,Low,5
URGENT: The substation on MG Road is making loud humming noise and smells of burning for 30 days.,electricity,OFF005,High,3
The pedestrian crossing near Old Bus Stand school has no zebra markings. Children in danger. We have been suffering for a long time.,transport,OFF007,Low,29
Road tax was paid 21 days ago but vehicle registration portal shows as pending. Please take urgent action.,taxation,OFF009,Low,61
Honking near Post Office school zone is continuous despite no-horn boards. Students cannot concentrate. We have been suffering for a long time.,noise_pollution,OFF008,Medium,11
The road on Lal Bagh Road has large potholes that have been causing accidents for 4 days. Several vehicles have been damaged. This is not the first time this has happened.,infrastructure,OFF001,Medium,19
Internet and cable services have been disrupted in Gomti Nagar for 29 days affecting work from home. Kindly resolve at the earliest.,utilities,OFF002,High,8
The public toilet at Municipal Office has been locked for 15 days leaving no facility for residents. Please take urgent action.,sanitation,OFF003,Medium,9
Bus route 7 has been cancelled for 6 days. Thousands of commuters stranded daily.,transport,OFF007,Medium,17
Government housing allotted to someone else despite my name on the official list for Whitefield.,housing,OFF010,Medium,52
My GST registration application has been pending for 21 days without any response. This is not the first time this has happened.,taxation,OFF009,Medium,12
No bus shelter on Shastri Marg causing hardship for commuters in rain and extreme heat.,transport,OFF007,Low,11
Construction of building on Brigade Road is illegal as it violates floor space index regulations. Kindly resolve at the earliest.,housing,OFF010,Low,25
The transformer in Ward 7 exploded last night. No power since then. No response from electricity board. This is not the first time this has happened.,electricity,OFF005,Low,7
The transformer on Lal Bagh Road is producing loud sparking sounds since last night. Very dangerous. Kindly resolve at the earliest.,utilities,OFF002,Medium,2
Medical oxygen cylinders at City Hospital hospital are empty. ICU patients at risk.,healthcare,OFF006,Medium,7
The ambulance service in Andheri West took 6 hours to respond causing a patient's death. Kindly resolve at the earliest.,healthcare,OFF006,Medium,6
Bar and restaurant on Lal Bagh Road plays loud music past midnight regularly violating rules.,noise_pollution,OFF008,Low,4
URGENT: Illegal dumping of construction waste at Government School is blocking the road and causing stench.,sanitation,OFF003,High,5
URGENT: Expired medicines are being distributed at the health centre near Powai. Serious negligence.,healthcare,OFF006,High,3
Construction of building on Brigade Road is illegal as it violates floor space index regulations.,housing,OFF010,Medium,43
Dengue outbreak in Powai - 9 cases confirmed. No fumigation or awareness drive started. Please take urgent action.,healthcare,OFF006,High,3
Bar and restaurant on MG Road plays loud music past midnight regularly violating rules.,noise_pollution,OFF008,Low,19
The electric meter box outside Post Office is open and exposed to rain. Very dangerous.,electricity,OFF005,Low,14
My house in Andheri West was flooded due to nearby illegal construction blocking the natural drain. We have been suffering for a long time.,housing,OFF010,High,29
E-rickshaw operators in Koramangala are overloading passengers dangerously beyond capacity. This is not the first time this has happened.,transport,OFF007,High,11
Illegal parking of commercial vehicles on Gandhi Nagar blocks traffic for hours every day.,transport,OFF007,Medium,6
Speed breakers on Anna Salai have been damaged and are not visible causing accidents at night.,infrastructure,OFF001,Medium,27
Underground utility cables are exposed on Lal Bagh Road posing serious electrocution risk. This is not the first time this has happened.,utilities,OFF002,Medium,8
Illegal dumping of construction waste at Old Bus Stand is blocking the road and causing stench. We have been suffering for a long time.,sanitation,OFF003,High,3
Illegal dumping of construction waste at Municipal Office is blocking the road and causing stench. This is not the first time this has happened.,sanitation,OFF003,Medium,5
Bar and restaurant on Anna Salai plays loud music past midnight regularly violating rules. Kindly resolve at the earliest.,noise_pollution,OFF008,Low,9
Common areas in government housing at Municipal Office are being illegally encroached upon.,housing,OFF010,Medium,12
Gas pipeline leak detected near Civil Lines. Strong smell of gas in the area since 20 hours. Kindly resolve at the earliest.,utilities,OFF002,High,1
The footpath on Lal Bagh Road is completely broken and dangerous for pedestrians especially elderly people. Kindly resolve at the earliest.,infrastructure,OFF001,Low,26
Slum demolition in Ward 7 was done without proper notice or rehabilitation arrangements for 12 families.,housing,OFF010,Low,58
A factory near Government School is running heavy machinery at night causing unbearable noise pollution. We have been suffering for a long time.,noise_pollution,OFF008,Medium,12
Fake medical practitioners operating clinic on Gandhi Nagar without valid license.,healthcare,OFF006,High,3
URGENT: The transformer on Gandhi Nagar is producing loud sparking sounds since last night. Very dangerous.,utilities,OFF002,High,6
The public toilet at Old Bus Stand has been locked for 24 days leaving no facility for residents. Kindly resolve at the earliest.,sanitation,OFF003,Medium,9
Power outage in Koramangala for 1 days. Medicines in refrigerators are spoiling. Elderly patients suffering. Kindly resolve at the earliest.,electricity,OFF005,Medium,10
The sanitation workers in Andheri West have not come for 14 days after the festival. Garbage piling up.,sanitation,OFF003,Medium,2
My GST registration application has been pending for 12 days without any response. Kindly resolve at the earliest.,taxation,OFF009,Medium,21
Received income tax notice with wrong PAN number. My returns are filed but notice not withdrawn.,taxation,OFF009,Low,40
No bus shelter on Civil Lines causing hardship for commuters in rain and extreme heat. This is not the first time this has happened.,transport,OFF007,High,3
Slum demolition in Salt Lake was done without proper notice or rehabilitation arrangements for 3 families. This is not the first time this has happened.,housing,OFF010,Low,84
Power outage in Sector 4 for 22 days. Medicines in refrigerators are spoiling. Elderly patients suffering. This is not the first time this has happened.,electricity,OFF005,High,1
Water coming from taps in Whitefield is brownish and smells bad. Definitely contaminated.,water_supply,OFF004,Medium,12
Speed breakers on MG Road have been damaged and are not visible causing accidents at night. This is not the first time this has happened.,infrastructure,OFF001,Medium,4
The borewell at City Hospital has dried up leaving the community with no water source. This is not the first time this has happened.,water_supply,OFF004,High,3
Street vendor electricity connections on Gandhi Nagar are illegally tapped causing overload issues. This is not the first time this has happened.,utilities,OFF002,High,7
Received income tax notice with wrong PAN number. My returns are filed but notice not withdrawn. Please take urgent action.,taxation,OFF009,Low,56
Multiple utility poles on Gandhi Nagar are leaning and may fall during the next storm. This is not the first time this has happened.,utilities,OFF002,High,1
A large pothole on Brigade Road near Old Bus Stand caused my vehicle to break down. This has been reported 5 times before. Kindly resolve at the earliest.,infrastructure,OFF001,Low,16
The electric meter box outside Post Office is open and exposed to rain. Very dangerous. Kindly resolve at the earliest.,electricity,OFF005,High,6
Flyover construction debris has not been cleared from MG Road for 26 days causing major traffic issues. Kindly resolve at the earliest.,infrastructure,OFF001,Low,42
The public telephone booth at City Hospital is completely damaged and non-functional. This is not the first time this has happened.,utilities,OFF002,Low,14
The transformer in Whitefield exploded last night. No power since then. No response from electricity board. Please take urgent action.,electricity,OFF005,Low,9
Electricity bill for Koramangala is three times higher than usual without any increase in usage. We have been suffering for a long time.,electricity,OFF005,Medium,9
Road tax was paid 29 days ago but vehicle registration portal shows as pending. We have been suffering for a long time.,taxation,OFF009,Low,43
Construction work on Civil Lines continues all night violating noise pollution norms. No sleep for 30 days.,noise_pollution,OFF008,Low,16
Traffic signal at Civil Lines junction has been non-functional for 23 days causing accidents. Please take urgent action.,transport,OFF007,Medium,8
Property tax amount for Whitefield is higher than neighbouring properties of same size without reason. We have been suffering for a long time.,taxation,OFF009,Low,49
Electricity bill for Whitefield is three times higher than usual without any increase in usage. We have been suffering for a long time.,electricity,OFF005,High,1
Encroachment on public land near Lal Bagh Road has reduced the road width to dangerous levels. We have been suffering for a long time.,housing,OFF010,High,16
Illegal dumping of construction waste at Central Park is blocking the road and causing stench. Please take urgent action.,sanitation,OFF003,Medium,1
Property tax amount for Powai is higher than neighbouring properties of same size without reason. Kindly resolve at the earliest.,taxation,OFF009,Medium,32
E-rickshaw operators in Krishna Nagar are overloading passengers dangerously beyond capacity.,transport,OFF007,Medium,11
Construction work on MG Road continues all night violating noise pollution norms. No sleep for 20 days. Kindly resolve at the earliest.,noise_pollution,OFF008,Medium,8
The municipal wifi hotspot at Post Office has not been working for 5 days. We have been suffering for a long time.,utilities,OFF002,Medium,8
The footpath on Gandhi Nagar is completely broken and dangerous for pedestrians especially elderly people. Kindly resolve at the earliest.,infrastructure,OFF001,Medium,30
Mosquito breeding in stagnant water near Main Market due to poor drainage in Powai. Please take urgent action.,sanitation,OFF003,High,3
Encroachment on public land near MG Road has reduced the road width to dangerous levels. This is not the first time this has happened.,housing,OFF010,Medium,38
The borewell at Old Bus Stand has dried up leaving the community with no water source.,water_supply,OFF004,High,4
Rental agreement disputes in Banjara Hills — landlord has locked the property illegally during tenancy. Please take urgent action.,housing,OFF010,Medium,34
The water tank at District Court has overflowed for 3 consecutive days wasting thousands of litres. Please take urgent action.,water_supply,OFF004,Medium,11
The public telephone booth at Post Office is completely damaged and non-functional.,utilities,OFF002,Medium,10
The footpath on Shastri Marg is completely broken and dangerous for pedestrians especially elderly people.,infrastructure,OFF001,Medium,27
Fake medical practitioners operating clinic on Brigade Road without valid license. We have been suffering for a long time.,healthcare,OFF006,High,1
The railway station at Main Market has no proper lighting in the parking area causing theft. We have been suffering for a long time.,transport,OFF007,Medium,21
Construction of building on Gandhi Nagar is illegal as it violates floor space index regulations. We have been suffering for a long time.,housing,OFF010,Medium,41
No water supply in Salt Lake for 4 days. Residents are buying expensive tankers just to survive.,water_supply,OFF004,High,6
Sewage water is mixing with drinking water pipeline near Civil Lines. Very serious health risk.,water_supply,OFF004,Low,11
A factory near Old Bus Stand is running heavy machinery at night causing unbearable noise pollution. Please take urgent action.,noise_pollution,OFF008,Low,18
My house in Krishna Nagar was flooded due to nearby illegal construction blocking the natural drain. We have been suffering for a long time.,housing,OFF010,Low,68
Doctor at Railway Station clinic demanding extra cash for treatments covered under government scheme. Please take urgent action.,healthcare,OFF006,Low,5
The public park benches at Railway Station are broken and unsafe for children and senior citizens.,infrastructure,OFF001,Medium,20
Tax deducted twice for Ward 7 property this quarter. Requesting refund of excess amount. This is not the first time this has happened.,taxation,OFF009,Medium,43
Slum demolition in Sector 4 was done without proper notice or rehabilitation arrangements for 20 families. Please take urgent action.,housing,OFF010,High,33
The public telephone booth at City Hospital is completely damaged and non-functional. Kindly resolve at the earliest.,utilities,OFF002,Medium,2
Rental agreement disputes in Krishna Nagar — landlord has locked the property illegally during tenancy. This is not the first time this has happened.,housing,OFF010,Medium,16
Building near Old Bus Stand is under construction without valid permits blocking emergency exit roads. We have been suffering for a long time.,housing,OFF010,High,10
Received income tax notice with wrong PAN number. My returns are filed but notice not withdrawn. Please take urgent action.,taxation,OFF009,High,10
The substation on Shastri Marg is making loud humming noise and smells of burning for 7 days.,electricity,OFF005,Low,8
A factory near District Court is running heavy machinery at night causing unbearable noise pollution. Please take urgent action.,noise_pollution,OFF008,Low,18
My GST registration application has been pending for 12 days without any response.,taxation,OFF009,Medium,21
My house in Ward 7 was flooded due to nearby illegal construction blocking the natural drain.,housing,OFF010,Low,84
Building near Post Office is under construction without valid permits blocking emergency exit roads. We have been suffering for a long time.,housing,OFF010,Low,25
The railway station at Railway Station has no proper lighting in the parking area causing theft. This is not the first time this has happened.,transport,OFF007,High,3
URGENT: Dangling live electric wire on Lal Bagh Road near Old Bus Stand is a life-threatening hazard.,electricity,OFF005,High,3
Underground utility cables are exposed on Nehru Street posing serious electrocution risk. This is not the first time this has happened.,utilities,OFF002,High,5
URGENT: The ambulance service in Ward 7 took 29 hours to respond causing a patient's death.,healthcare,OFF006,High,3
The housing society at Town Hall is denying flat possession despite full payment 4 days ago. We have been suffering for a long time.,housing,OFF010,Low,26
Gas pipeline leak detected near Anna Salai. Strong smell of gas in the area since 6 hours. This is not the first time this has happened.,utilities,OFF002,Medium,5
Illegal parking of commercial vehicles on Brigade Road blocks traffic for hours every day.,transport,OFF007,Medium,9
Medical oxygen cylinders at Old Bus Stand hospital are empty. ICU patients at risk.,healthcare,OFF006,High,3
Road tax was paid 10 days ago but vehicle registration portal shows as pending. Please take urgent action.,taxation,OFF009,High,9
Honking near Old Bus Stand school zone is continuous despite no-horn boards. Students cannot concentrate. We have been suffering for a long time.,noise_pollution,OFF008,Medium,5
Construction work on Civil Lines continues all night violating noise pollution norms. No sleep for 14 days. This is not the first time this has happened.,noise_pollution,OFF008,Low,11
Illegal DJ parties in open ground near Central Park till 3am disturbing entire neighbourhood. Kindly resolve at the earliest.,noise_pollution,OFF008,Medium,11
Construction of building on Gandhi Nagar is illegal as it violates floor space index regulations. We have been suffering for a long time.,housing,OFF010,Medium,56
The municipal wifi hotspot at Municipal Office has not been working for 3 days.,utilities,OFF002,High,1
Road tax was paid 7 days ago but vehicle registration portal shows as pending. Kindly resolve at the earliest.,taxation,OFF009,Medium,12
Tax deducted twice for Salt Lake property this quarter. Requesting refund of excess amount. We have been suffering for a long time.,taxation,OFF009,High,9
The substation on Brigade Road is making loud humming noise and smells of burning for 1 days. We have been suffering for a long time.,electricity,OFF005,Medium,9
The drainage system on Lal Bagh Road collapsed causing road cave-in and major commute disruption. We have been suffering for a long time.,infrastructure,OFF001,Medium,12
Multiple utility poles on Nehru Street are leaning and may fall during the next storm.,utilities,OFF002,High,9
Tax deducted twice for Gomti Nagar property this quarter. Requesting refund of excess amount. Kindly resolve at the earliest.,taxation,OFF009,High,15
Bar and restaurant on Lal Bagh Road plays loud music past midnight regularly violating rules. We have been suffering for a long time.,noise_pollution,OFF008,Low,11
The bridge near Old Bus Stand is showing cracks and looks structurally unsafe. Immediate inspection required.,infrastructure,OFF001,Low,23
Sewage water is mixing with drinking water pipeline near Nehru Street. Very serious health risk. Kindly resolve at the earliest.,water_supply,OFF004,Medium,3
The water pipeline on Civil Lines is leaking heavily causing waterlogging and water wastage.,water_supply,OFF004,Medium,3
Unhygienic food being sold near Main Market hospital. Multiple food poisoning cases reported. This is not the first time this has happened.,healthcare,OFF006,Medium,2
Power outage in Powai for 10 days. Medicines in refrigerators are spoiling. Elderly patients suffering. This is not the first time this has happened.,electricity,OFF005,Low,8
New tax levied on Gomti Nagar residents without proper public notification or justification. We have been suffering for a long time.,taxation,OFF009,Medium,21
Bar and restaurant on MG Road plays loud music past midnight regularly violating rules. Kindly resolve at the earliest.,noise_pollution,OFF008,Medium,14
URGENT: Medical oxygen cylinders at Post Office hospital are empty. ICU patients at risk.,healthcare,OFF006,High,1
The drainage system on Sector 14 collapsed causing road cave-in and major commute disruption. We have been suffering for a long time.,infrastructure,OFF001,Medium,25
The bridge near Main Market is showing cracks and looks structurally unsafe. Immediate inspection required.,infrastructure,OFF001,Medium,19
Gas pipeline leak detected near Brigade Road. Strong smell of gas in the area since 21 hours. We have been suffering for a long time.,utilities,OFF002,High,4
Water supply timing in Powai has changed without notice causing major inconvenience. Please take urgent action.,water_supply,OFF004,High,7
Slum demolition in Powai was done without proper notice or rehabilitation arrangements for 11 families. Please take urgent action.,housing,OFF010,Medium,33
Street vendor electricity connections on Nehru Street are illegally tapped causing overload issues.,utilities,OFF002,High,2
Common areas in government housing at Main Market are being illegally encroached upon.,housing,OFF010,Medium,42
The government hospital at Post Office does not have doctors available for 17 days. Patients suffering.,healthcare,OFF006,Low,4
Slum demolition in Whitefield was done without proper notice or rehabilitation arrangements for 17 families.,housing,OFF010,Medium,41
Gas pipeline leak detected near Lal Bagh Road. Strong smell of gas in the area since 21 hours. Kindly resolve at the earliest.,utilities,OFF002,High,7
A large pothole on Gandhi Nagar near Post Office caused my vehicle to break down. This has been reported 9 times before. This is not the first time this has happened.,infrastructure,OFF001,High,9
URGENT: Multiple utility poles on Sector 14 are leaning and may fall during the next storm.,utilities,OFF002,High,6
The drainage system on Anna Salai collapsed causing road cave-in and major commute disruption. This is not the first time this has happened.,infrastructure,OFF001,High,15
URGENT: A burst pipe on Brigade Road has been flooding the road for 17 days. No repair work started.,water_supply,OFF004,High,7
The government hospital at Town Hall does not have doctors available for 2 days. Patients suffering. Please take urgent action.,healthcare,OFF006,Medium,1
The drain near Civil Lines is completely clogged with garbage causing flooding during rains. Kindly resolve at the earliest.,sanitation,OFF003,High,3
Dead animals on Gandhi Nagar have not been removed for 7 days causing disease outbreak risk.,sanitation,OFF003,Medium,1
Construction work on Rajiv Chowk continues all night violating noise pollution norms. No sleep for 21 days.,noise_pollution,OFF008,Medium,13
Tax deducted twice for Salt Lake property this quarter. Requesting refund of excess amount. We have been suffering for a long time.,taxation,OFF009,Low,14
Bar and restaurant on Lal Bagh Road plays loud music past midnight regularly violating rules. Please take urgent action.,noise_pollution,OFF008,Low,11
The electric meter box outside Main Market is open and exposed to rain. Very dangerous. Please take urgent action.,electricity,OFF005,Medium,7
The government hospital at Town Hall does not have doctors available for 8 days. Patients suffering. We have been suffering for a long time.,healthcare,OFF006,High,1
Promised amenities in housing scheme at Town Hall were not delivered even after 6 days of possession. Please take urgent action.,housing,OFF010,Medium,50
Tax deducted twice for Banjara Hills property this quarter. Requesting refund of excess amount. This is not the first time this has happened.,taxation,OFF009,Medium,39
Slum demolition in Powai was done without proper notice or rehabilitation arrangements for 16 families. Please take urgent action.,housing,OFF010,Medium,18
Broken dustbins on Rajiv Chowk are causing litter to spread across the road and nearby shops.,sanitation,OFF003,Medium,3
Expired medicines are being distributed at the health centre near Banjara Hills. Serious negligence. This is not the first time this has happened.,healthcare,OFF006,Medium,6
Mosquito breeding in stagnant water near Central Park due to poor drainage in Andheri West. This is not the first time this has happened.,sanitation,OFF003,Low,8
Received income tax notice with wrong PAN number. My returns are filed but notice not withdrawn. Kindly resolve at the earliest.,taxation,OFF009,Low,56
Low water pressure in Powai since 27 days. Water does not reach above first floor.,water_supply,OFF004,Medium,4
Internet and cable services have been disrupted in Koramangala for 17 days affecting work from home. Please take urgent action.,utilities,OFF002,High,5
Construction work on Lal Bagh Road continues all night violating noise pollution norms. No sleep for 23 days.,noise_pollution,OFF008,Medium,9
Water supply timing in Krishna Nagar has changed without notice causing major inconvenience. This is not the first time this has happened.,water_supply,OFF004,Medium,8
Construction work on Anna Salai continues all night violating noise pollution norms. No sleep for 24 days. Kindly resolve at the earliest.,noise_pollution,OFF008,High,1
Received income tax notice with wrong PAN number. My returns are filed but notice not withdrawn. Please take urgent action.,taxation,OFF009,Medium,39
The railway station at Government School has no proper lighting in the parking area causing theft. We have been suffering for a long time.,transport,OFF007,Low,2
The ambulance service in Koramangala took 24 hours to respond causing a patient's death. We have been suffering for a long time.,healthcare,OFF006,High,1
Encroachment on public land near Lal Bagh Road has reduced the road width to dangerous levels. Please take urgent action.,housing,OFF010,Medium,37
Construction of building on Anna Salai is illegal as it violates floor space index regulations. Kindly resolve at the earliest.,housing,OFF010,Low,42
High voltage fluctuation on MG Road damaged our appliances. Need compensation and immediate fix. Please take urgent action.,electricity,OFF005,Medium,10
Dengue outbreak in Koramangala - 13 cases confirmed. No fumigation or awareness drive started. Kindly resolve at the earliest.,healthcare,OFF006,Medium,4
